file,filesize,DATE-OBS,UT-STR,EXPTIME,UT-END,DATA-TYP,OBJECT,FILTER,POL-AGL1,PA,INSROT,IMGROT,WAVEPLAT,SHUTTER,AIRMASS,ZD,ALTITUDE,AZIMUTH,DITH_NUM,DITH_NTH,DITH_RAD,NAXIS1,NAXIS2,BIN-FCT1,BIN-FCT2,RA2000,DEC2000,DOM-HUM,DOM-TMP,OUT-HUM,OUT-TMP,OUT-WND,WEATHER,NICTMP1,NICTMP2,NICTMP3,NICTMP4,NICTMP5,NICHEAT,DET-ID,OERAY
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0001_FLAT_2.0_00.0_-000_e.fits,146880,2020-06-03,05:34:54.842,2,05:34:58.990,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99977,0,0,0,151,441,1,1,09:29:12.073,-09:48:39.36,36.0,22.4,67.0,22.4,0.8,,78.44,74.15,73.79,76.4,55.53,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0001_FLAT_2.0_00.0_-000_o.fits,146880,2020-06-03,05:34:54.842,2,05:34:58.990,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99977,0,0,0,151,441,1,1,09:29:12.073,-09:48:39.36,36.0,22.4,67.0,22.4,0.8,,78.44,74.15,73.79,76.4,55.53,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0002_FLAT_2.0_45.0_-000_e.fits,146880,2020-06-03,05:35:08.351,2,05:35:12.518,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99981,0,0,0,151,441,1,1,09:29:26.616,-09:48:39.07,36.0,22.5,66.0,22.4,0.8,,78.44,74.13,73.75,76.41,55.5,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0002_FLAT_2.0_45.0_-000_o.fits,146880,2020-06-03,05:35:08.351,2,05:35:12.518,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99981,0,0,0,151,441,1,1,09:29:26.616,-09:48:39.07,36.0,22.5,66.0,22.4,0.8,,78.44,74.13,73.75,76.41,55.5,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0003_FLAT_2.0_22.5_-000_e.fits,146880,2020-06-03,05:35:21.912,2,05:35:26.152,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99983,0,0,0,151,441,1,1,09:29:40.150,-09:48:38.76,36.0,22.5,66.0,22.4,0.8,,78.45,74.15,73.76,76.43,55.53,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0003_FLAT_2.0_22.5_-000_o.fits,146880,2020-06-03,05:35:21.912,2,05:35:26.152,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99983,0,0,0,151,441,1,1,09:29:40.150,-09:48:38.76,36.0,22.5,66.0,22.4,0.8,,78.45,74.15,73.76,76.43,55.53,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0004_FLAT_2.0_67.5_+000_e.fits,146880,2020-06-03,05:35:35.492,2,05:35:39.687,OBJECT,FLAT,H,67.5,-32.6,0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.9998,0,0,0,151,441,1,1,09:29:53.176,-09:48:38.58,36.0,22.5,66.0,22.4,0.8,,78.41,74.11,73.75,76.41,55.47,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0004_FLAT_2.0_67.5_+000_o.fits,146880,2020-06-03,05:35:35.492,2,05:35:39.687,OBJECT,FLAT,H,67.5,-32.6,0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.9998,0,0,0,151,441,1,1,09:29:53.176,-09:48:38.58,36.0,22.5,66.0,22.4,0.8,,78.41,74.11,73.75,76.41,55.47,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0005_FLAT_2.0_00.0_-000_e.fits,146880,2020-06-03,05:35:54.216,2,05:35:58.352,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99982,0,0,0,151,441,1,1,09:30:11.723,-09:48:38.22,36.0,22.5,66.0,22.4,0.7,,78.43,74.07,73.72,76.42,55.57,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0005_FLAT_2.0_00.0_-000_o.fits,146880,2020-06-03,05:35:54.216,2,05:35:58.352,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99982,0,0,0,151,441,1,1,09:30:11.723,-09:48:38.22,36.0,22.5,66.0,22.4,0.7,,78.43,74.07,73.72,76.42,55.57,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0006_FLAT_2.0_45.0_-000_e.fits,146880,2020-06-03,05:36:08.888,2,05:36:13.63,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.30002,35.69998,-39.99982,0,0,0,151,441,1,1,09:30:26.763,-09:48:38.04,36.0,22.5,67.0,22.4,0.7,,78.44,74.14,73.76,76.39,55.54,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0006_FLAT_2.0_45.0_-000_o.fits,146880,2020-06-03,05:36:08.888,2,05:36:13.63,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.30002,35.69998,-39.99982,0,0,0,151,441,1,1,09:30:26.763,-09:48:38.04,36.0,22.5,67.0,22.4,0.7,,78.44,74.14,73.76,76.39,55.54,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0007_FLAT_2.0_22.5_-000_e.fits,146880,2020-06-03,05:36:22.711,2,05:36:26.856,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99979,0,0,0,151,441,1,1,09:30:40.787,-09:48:37.74,36.0,22.5,67.0,22.4,0.7,,78.43,74.11,73.75,76.44,55.5,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0007_FLAT_2.0_22.5_-000_o.fits,146880,2020-06-03,05:36:22.711,2,05:36:26.856,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99979,0,0,0,151,441,1,1,09:30:40.787,-09:48:37.74,36.0,22.5,67.0,22.4,0.7,,78.43,74.11,73.75,76.44,55.5,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0008_FLAT_2.0_67.5_+000_e.fits,146880,2020-06-03,05:36:36.419,2,05:36:40.646,OBJECT,FLAT,H,67.5,-32.6,0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99986,0,0,0,151,441,1,1,09:30:53.829,-09:48:37.40,36.0,22.5,67.0,22.4,0.8,,78.43,74.13,73.74,76.38,55.5,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0008_FLAT_2.0_67.5_+000_o.fits,146880,2020-06-03,05:36:36.419,2,05:36:40.646,OBJECT,FLAT,H,67.5,-32.6,0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99986,0,0,0,151,441,1,1,09:30:53.829,-09:48:37.40,36.0,22.5,67.0,22.4,0.8,,78.43,74.13,73.74,76.38,55.5,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0009_FLAT_2.0_00.0_-000_e.fits,146880,2020-06-03,05:36:54.768,2,05:36:58.893,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99985,0,0,0,151,441,1,1,09:31:13.375,-09:48:37.10,36.0,22.5,67.0,22.4,0.8,,78.46,74.14,73.76,76.41,55.56,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0009_FLAT_2.0_00.0_-000_o.fits,146880,2020-06-03,05:36:54.768,2,05:36:58.893,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99985,0,0,0,151,441,1,1,09:31:13.375,-09:48:37.10,36.0,22.5,67.0,22.4,0.8,,78.46,74.14,73.76,76.41,55.56,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0010_FLAT_2.0_45.0_+000_e.fits,146880,2020-06-03,05:37:08.262,2,05:37:12.424,OBJECT,FLAT,H,45.0,-32.6,0.0,103.812,in,pol,1.711,54.29998,35.70002,-39.99984,0,0,0,151,441,1,1,09:31:25.400,-09:48:36.85,36.0,22.5,67.0,22.4,0.8,,78.45,74.13,73.74,76.4,55.52,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0010_FLAT_2.0_45.0_+000_o.fits,146880,2020-06-03,05:37:08.262,2,05:37:12.424,OBJECT,FLAT,H,45.0,-32.6,0.0,103.812,in,pol,1.711,54.29998,35.70002,-39.99984,0,0,0,151,441,1,1,09:31:25.400,-09:48:36.85,36.0,22.5,67.0,22.4,0.8,,78.45,74.13,73.74,76.4,55.52,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0011_FLAT_2.0_22.5_-000_e.fits,146880,2020-06-03,05:37:21.806,2,05:37:25.984,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99983,0,0,0,151,441,1,1,09:31:39.934,-09:48:36.63,36.0,22.5,67.0,22.4,0.8,,78.44,74.14,73.75,76.42,55.52,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0011_FLAT_2.0_22.5_-000_o.fits,146880,2020-06-03,05:37:21.806,2,05:37:25.984,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99983,0,0,0,151,441,1,1,09:31:39.934,-09:48:36.63,36.0,22.5,67.0,22.4,0.8,,78.44,74.14,73.75,76.42,55.52,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0012_FLAT_2.0_67.5_-000_e.fits,146880,2020-06-03,05:37:35.336,2,05:37:39.517,OBJECT,FLAT,H,67.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99983,0,0,0,151,441,1,1,09:31:52.967,-09:48:36.42,36.0,22.5,67.0,22.4,0.8,,78.45,74.15,73.78,76.4,55.56,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0012_FLAT_2.0_67.5_-000_o.fits,146880,2020-06-03,05:37:35.336,2,05:37:39.517,OBJECT,FLAT,H,67.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99983,0,0,0,151,441,1,1,09:31:52.967,-09:48:36.42,36.0,22.5,67.0,22.4,0.8,,78.45,74.15,73.78,76.4,55.56,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0013_FLAT_2.0_00.0_-000_e.fits,146880,2020-06-03,05:37:53.622,2,05:37:57.815,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.29998,35.70002,-39.99981,0,0,0,151,441,1,1,09:32:10.000,-09:48:36.11,36.0,22.5,67.0,22.4,0.8,,78.44,74.13,73.81,76.42,55.53,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0013_FLAT_2.0_00.0_-000_o.fits,146880,2020-06-03,05:37:53.622,2,05:37:57.815,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.29998,35.70002,-39.99981,0,0,0,151,441,1,1,09:32:10.000,-09:48:36.11,36.0,22.5,67.0,22.4,0.8,,78.44,74.13,73.81,76.42,55.53,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0014_FLAT_2.0_45.0_-000_e.fits,146880,2020-06-03,05:38:07.207,2,05:38:11.375,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99985,0,0,0,151,441,1,1,09:32:25.045,-09:48:35.84,36.0,22.4,66.0,22.4,0.8,,78.44,74.12,73.76,76.39,55.52,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0014_FLAT_2.0_45.0_-000_o.fits,146880,2020-06-03,05:38:07.207,2,05:38:11.375,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99985,0,0,0,151,441,1,1,09:32:25.045,-09:48:35.84,36.0,22.4,66.0,22.4,0.8,,78.44,74.12,73.76,76.39,55.52,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0015_FLAT_2.0_22.5_-000_e.fits,146880,2020-06-03,05:38:20.778,2,05:38:24.928,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.29998,35.70002,-39.99976,0,0,0,151,441,1,1,09:32:39.562,-09:48:35.67,36.0,22.4,66.0,22.4,0.8,,78.45,74.11,73.79,76.39,55.53,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0015_FLAT_2.0_22.5_-000_o.fits,146880,2020-06-03,05:38:20.778,2,05:38:24.928,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.29998,35.70002,-39.99976,0,0,0,151,441,1,1,09:32:39.562,-09:48:35.67,36.0,22.4,66.0,22.4,0.8,,78.45,74.11,73.79,76.39,55.53,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0016_FLAT_2.0_67.5_+000_e.fits,146880,2020-06-03,05:38:34.372,2,05:38:38.594,OBJECT,FLAT,H,67.5,-32.6,0.0,103.812,in,pol,1.711,54.3,35.7,-39.99987,0,0,0,151,441,1,1,09:32:53.115,-09:48:35.32,36.0,22.4,66.0,22.4,0.8,,78.47,74.06,73.76,76.41,55.54,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0016_FLAT_2.0_67.5_+000_o.fits,146880,2020-06-03,05:38:34.372,2,05:38:38.594,OBJECT,FLAT,H,67.5,-32.6,0.0,103.812,in,pol,1.711,54.3,35.7,-39.99987,0,0,0,151,441,1,1,09:32:53.115,-09:48:35.32,36.0,22.4,66.0,22.4,0.8,,78.47,74.06,73.76,76.41,55.54,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0017_FLAT_2.0_00.0_-000_e.fits,146880,2020-06-03,05:38:52.734,2,05:38:56.907,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99979,0,0,0,151,441,1,1,09:33:10.141,-09:48:35.11,36.0,22.4,66.0,22.4,0.8,,78.43,74.13,73.78,76.38,55.52,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0017_FLAT_2.0_00.0_-000_o.fits,146880,2020-06-03,05:38:52.734,2,05:38:56.907,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99979,0,0,0,151,441,1,1,09:33:10.141,-09:48:35.11,36.0,22.4,66.0,22.4,0.8,,78.43,74.13,73.78,76.38,55.52,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0018_FLAT_2.0_45.0_-000_e.fits,146880,2020-06-03,05:39:06.338,2,05:39:10.448,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99981,0,0,0,151,441,1,1,09:33:24.177,-09:48:34.84,36.0,22.4,67.0,22.4,0.8,,78.45,74.14,73.79,76.42,55.54,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0018_FLAT_2.0_45.0_-000_o.fits,146880,2020-06-03,05:39:06.338,2,05:39:10.448,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99981,0,0,0,151,441,1,1,09:33:24.177,-09:48:34.84,36.0,22.4,67.0,22.4,0.8,,78.45,74.14,73.79,76.42,55.54,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0019_FLAT_2.0_22.5_-000_e.fits,146880,2020-06-03,05:39:19.847,2,05:39:24.32,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99983,0,0,0,151,441,1,1,09:33:38.215,-09:48:34.59,36.0,22.4,67.0,22.4,0.8,,78.44,74.17,73.75,76.41,55.52,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0019_FLAT_2.0_22.5_-000_o.fits,146880,2020-06-03,05:39:19.847,2,05:39:24.32,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99983,0,0,0,151,441,1,1,09:33:38.215,-09:48:34.59,36.0,22.4,67.0,22.4,0.8,,78.44,74.17,73.75,76.41,55.52,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0020_FLAT_2.0_67.5_-000_e.fits,146880,2020-06-03,05:39:33.391,2,05:39:37.578,OBJECT,FLAT,H,67.5,-32.6,-0.0,103.812,in,pol,1.711,54.30002,35.69998,-39.99981,0,0,0,151,441,1,1,09:33:52.247,-09:48:34.44,36.0,22.4,67.0,22.4,0.8,,78.43,74.13,73.78,76.42,55.48,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0020_FLAT_2.0_67.5_-000_o.fits,146880,2020-06-03,05:39:33.391,2,05:39:37.578,OBJECT,FLAT,H,67.5,-32.6,-0.0,103.812,in,pol,1.711,54.30002,35.69998,-39.99981,0,0,0,151,441,1,1,09:33:52.247,-09:48:34.44,36.0,22.4,67.0,22.4,0.8,,78.43,74.13,73.78,76.42,55.48,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0021_FLAT_2.0_00.0_-000_e.fits,146880,2020-06-03,05:39:51.692,2,05:39:55.873,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99981,0,0,0,151,441,1,1,09:34:08.283,-09:48:34.10,36.0,22.4,67.0,22.4,0.8,,78.45,74.14,73.8,76.4,55.52,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0021_FLAT_2.0_00.0_-000_o.fits,146880,2020-06-03,05:39:51.692,2,05:39:55.873,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99981,0,0,0,151,441,1,1,09:34:08.283,-09:48:34.10,36.0,22.4,67.0,22.4,0.8,,78.45,74.14,73.8,76.4,55.52,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0022_FLAT_2.0_45.0_-000_e.fits,146880,2020-06-03,05:40:05.343,2,05:40:09.480,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99983,0,0,0,151,441,1,1,09:34:23.321,-09:48:33.78,36.0,22.4,67.0,22.5,0.8,,78.45,74.14,73.78,76.41,55.54,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0022_FLAT_2.0_45.0_-000_o.fits,146880,2020-06-03,05:40:05.343,2,05:40:09.480,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99983,0,0,0,151,441,1,1,09:34:23.321,-09:48:33.78,36.0,22.4,67.0,22.5,0.8,,78.45,74.14,73.78,76.41,55.54,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0023_FLAT_2.0_22.5_-000_e.fits,146880,2020-06-03,05:40:18.902,2,05:40:23.86,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99983,0,0,0,151,441,1,1,09:34:36.853,-09:48:33.55,36.0,22.4,67.0,22.5,0.7,,78.44,74.17,73.76,76.4,55.55,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0023_FLAT_2.0_22.5_-000_o.fits,146880,2020-06-03,05:40:18.902,2,05:40:23.86,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99983,0,0,0,151,441,1,1,09:34:36.853,-09:48:33.55,36.0,22.4,67.0,22.5,0.7,,78.44,74.17,73.76,76.4,55.55,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0024_FLAT_2.0_67.5_-000_e.fits,146880,2020-06-03,05:40:32.463,2,05:40:36.658,OBJECT,FLAT,H,67.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99982,0,0,0,151,441,1,1,09:34:49.880,-09:48:33.31,36.0,22.4,67.0,22.5,0.7,,78.45,74.17,73.76,76.41,55.52,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0024_FLAT_2.0_67.5_-000_o.fits,146880,2020-06-03,05:40:32.463,2,05:40:36.658,OBJECT,FLAT,H,67.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99982,0,0,0,151,441,1,1,09:34:49.880,-09:48:33.31,36.0,22.4,67.0,22.5,0.7,,78.45,74.17,73.76,76.41,55.52,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0025_FLAT_2.0_00.0_-000_e.fits,146880,2020-06-03,05:40:50.745,2,05:40:54.917,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.29998,35.70002,-39.99984,0,0,0,151,441,1,1,09:35:09.930,-09:48:32.90,36.0,22.4,67.0,22.5,0.7,,78.47,74.15,73.78,76.43,55.53,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0025_FLAT_2.0_00.0_-000_o.fits,146880,2020-06-03,05:40:50.745,2,05:40:54.917,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.29998,35.70002,-39.99984,0,0,0,151,441,1,1,09:35:09.930,-09:48:32.90,36.0,22.4,67.0,22.5,0.7,,78.47,74.15,73.78,76.43,55.53,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0026_FLAT_2.0_45.0_-000_e.fits,146880,2020-06-03,05:41:04.306,2,05:41:08.484,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99982,0,0,0,151,441,1,1,09:35:21.957,-09:48:32.76,36.0,22.3,66.0,22.5,0.7,,78.46,74.15,73.78,76.44,55.5,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0026_FLAT_2.0_45.0_-000_o.fits,146880,2020-06-03,05:41:04.306,2,05:41:08.484,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99982,0,0,0,151,441,1,1,09:35:21.957,-09:48:32.76,36.0,22.3,66.0,22.5,0.7,,78.46,74.15,73.78,76.44,55.5,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0027_FLAT_2.0_22.5_-000_e.fits,146880,2020-06-03,05:41:17.902,2,05:41:22.108,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.30002,35.69998,-39.99982,0,0,0,151,441,1,1,09:35:36.495,-09:48:32.60,36.0,22.3,66.0,22.5,0.7,,78.5,74.13,73.81,76.44,55.55,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0027_FLAT_2.0_22.5_-000_o.fits,146880,2020-06-03,05:41:17.902,2,05:41:22.108,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.30002,35.69998,-39.99982,0,0,0,151,441,1,1,09:35:36.495,-09:48:32.60,36.0,22.3,66.0,22.5,0.7,,78.5,74.13,73.81,76.44,55.55,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0028_FLAT_2.0_67.5_-000_e.fits,146880,2020-06-03,05:41:31.481,2,05:41:35.682,OBJECT,FLAT,H,67.5,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99981,0,0,0,151,441,1,1,09:35:48.519,-09:48:32.35,36.0,22.3,66.0,22.5,0.7,,78.45,74.13,73.78,76.48,55.5,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0028_FLAT_2.0_67.5_-000_o.fits,146880,2020-06-03,05:41:31.481,2,05:41:35.682,OBJECT,FLAT,H,67.5,-32.6,-0.0,103.812,in,pol,1.711,54.3,35.7,-39.99981,0,0,0,151,441,1,1,09:35:48.519,-09:48:32.35,36.0,22.3,66.0,22.5,0.7,,78.45,74.13,73.78,76.48,55.5,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0029_FLAT_2.0_00.0_-000_e.fits,146880,2020-06-03,05:41:50.25,2,05:41:54.219,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.30002,35.69998,-39.99985,0,0,0,151,441,1,1,09:36:08.576,-09:48:32.00,36.0,22.3,66.0,22.5,0.7,,78.47,74.18,73.81,76.42,55.53,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0029_FLAT_2.0_00.0_-000_o.fits,146880,2020-06-03,05:41:50.25,2,05:41:54.219,OBJECT,FLAT,H,0.0,-32.6,-0.0,103.812,in,pol,1.711,54.30002,35.69998,-39.99985,0,0,0,151,441,1,1,09:36:08.576,-09:48:32.00,36.0,22.3,66.0,22.5,0.7,,78.47,74.18,73.81,76.42,55.53,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0030_FLAT_2.0_45.0_-000_e.fits,146880,2020-06-03,05:42:03.870,2,05:42:07.995,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.30002,35.69998,-39.9998,0,0,0,151,441,1,1,09:36:20.597,-09:48:31.89,36.0,22.4,67.0,22.4,0.7,,78.49,74.14,73.79,76.47,55.59,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0030_FLAT_2.0_45.0_-000_o.fits,146880,2020-06-03,05:42:03.870,2,05:42:07.995,OBJECT,FLAT,H,45.0,-32.6,-0.0,103.812,in,pol,1.711,54.30002,35.69998,-39.9998,0,0,0,151,441,1,1,09:36:20.597,-09:48:31.89,36.0,22.4,67.0,22.4,0.7,,78.49,74.14,73.79,76.47,55.59,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0031_FLAT_2.0_22.5_-000_e.fits,146880,2020-06-03,05:42:17.639,2,05:42:21.829,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99985,0,0,0,151,441,1,1,09:36:36.639,-09:48:31.45,36.0,22.4,67.0,22.4,0.7,,78.49,74.15,73.78,76.44,55.53,0,2,e
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0031_FLAT_2.0_22.5_-000_o.fits,146880,2020-06-03,05:42:17.639,2,05:42:21.829,OBJECT,FLAT,H,22.5,-32.6,-0.0,103.812,in,pol,1.711,54.29999,35.70001,-39.99985,0,0,0,151,441,1,1,09:36:36.639,-09:48:31.45,36.0,22.4,67.0,22.4,0.7,,78.49,74.15,73.78,76.44,55.53,0,2,o
Flat_dome_20200603_NHAO_NIC/reduced/h_20200603_0032_FLAT_2.0_67.5_-000_e.fits,146880,2020-06-03,05:42:31.509,2,05:42:35.693,OBJECT,FLAT,H,67.5,-32.6,-0.0,103.812,in,pol,1.711,54.30002,35.69998,-39.99983,0,0,0,151,441,1,1,09:36:48.668,-09:48:31.36,36.0,22.4,67.0,22.4,0.6,,78.47,74.18,73.81,76.44,55.52,0,2,e
